00000197   ,51        狂言
00000198   ,51o       狂話
00000199   ,52/       獵物
00000200   ,522       狂舞
00000201   ,56k       獵裝
00000202   ,59        獅球路
00000203   ,59v       狂跌
00000204   ,5;z       狂態
00000205   ,5a        狂人
00000206   ,5a        獵人
00000207   ,5aa       狂飲
00000208   ,5ao       加班人員
00000209   ,5ax       狂傲
00000210   ,5ch       獵鷹
00000211   ,5dx       狂暴
00000212   ,5en       獵到
00000213   ,5fc       獵艷
00000214   ,5fo       狂喜
00000215   ,5fy       狂熱
00000216   ,5gx       狂搜
00000217   ,5h        鵟
00000218   ,5h        獵鳥
00000219   ,5h        獵戶
00000220   ,5io       獵槍
00000221   ,5iz       狂想
00000222   ,5jc       狂亂
00000223   ,5kl       狂妄
00000224   ,5lz       狂怒
00000225   ,5no       獵名
00000226   ,5o.       狂吠
00000227   ,5o6       狂嘯
00000228   ,5px       獵取
00000229   ,5q;       狂風
00000230   ,5r        加班費
00000231   ,5ua       狂歡
00000232   ,5v.       獵犬
00000233   ,5v;       狂飆
00000234   ,5vj       獵奇
00000235   ,5vu       狂奔
00000236   ,5x3       加班津貼
00000237   ,5x4       狂瀾
00000238   ,5xj       狂潮
00000239   ,5xt       獵涉
00000240   ,6.        猼
00000241   ,61        獑
00000242   ,66        獨輪車
00000243   ,69e       獨闢蹊徑
00000244   ,6f        力壯
00000245   ,6g        猼
00000246   ,6g        狙擊手
00000247   ,6g.       猼
00000248   ,6h        獑
00000249   ,6h1       獑
00000250   ,6kk       駕輕就熟
00000251   ,7         貓
00000252   ,7.        獲恩准
00000253   ,79a       力圖上進
00000254   ,7e        猥
00000255   ,7ek       猥
00000256   ,7ga       力圖振作
00000257   ,7k        猥
00000258   ,7o        力圖
00000259   ,8         賀
00000260   ,8/3       猶自
00000261   ,81o       賀詞
00000262   ,822       賀年
00000263   ,88        猶
00000264   ,895       賀歲
00000265   ,899       賀卡
00000266   ,8a5       賀儀
00000267   ,8ac       猶他
00000268   ,8ao       獷俗
00000269   ,8b,       猶豫
00000270   ,8bw       賀函
00000271   ,8c9       猶疑
00000272   ,8ej       猶可
00000273   ,8fk       賀表
00000274   ,8fo       賀喜
00000275   ,8k1       猶新
00000276   ,8ku       賀禮
00000277   ,8lo       猶如
00000278   ,8mc       賀電
00000279   ,8mo       賀客
00000280   ,8mo       賀帖
00000281   ,8sj       猶有
00000282   ,8uo       猶若
00000283   ,8v.       猶太
00000284   ,8x        獙
00000285   ,8zs       獷悍
00000286   ,95        獩
00000287   ,9b,       加足馬力
00000288   ,9h        獩
00000289   ,9h5       獩
00000290   ,9ix       狹路相逢
00000291   ,9m        獲肯定
00000292   ,;         獨
00000293   ,;,        獨力
00000294   ,;.8       獨資
00000295   ,;/3       獨自
00000296   ,;/d       獨白
00000297   ,;2.       獨特
00000298   ,;2a       獨缺
00000299   ,;38       獨具
00000300   ,;3k       獨眼
00000301   ,;8        狻
00000302   ,;8e       獨醒
00000303   ,;8x       狻
00000304   ,;9t       獨步
00000305   ,;aa       獨飲
00000306   ,;af       獨坐
00000307   ,;an       獨創
00000308   ,;ao       獨佔
00000309   ,;bg       獨子
00000310   ,;cq       獨處
00000311   ,;e.       獨得
00000312   ,;ej       獨行
00000313   ,;en       獨到
00000314   ,;f5       獨裁
00000315   ,;gq       獨攬
00000316   ,;ho       獨居
00000317   ,;id       獨棟
00000318   ,;k        獨立
00000319   ,;m,       獨家
00000320   ,;mj       獨霸
00000321   ,;nx       加以解決
00000322   ,;od       獨唱
00000323   ,;p        獨身
00000324   ,;q        狁
00000325   ,;sj       獨有
00000326   ,;t1       獨斷
00000327   ,;uo       獨善
00000328   ,;v        獨夫
00000329   ,;va       獨奏
00000330   ,;vo       獨吞
00000331   ,;x        狻
00000332   ,;x;       狂蜂浪蝶
00000333   ,;xj       獨清
00000334   ,;xm       猛以濟寬
00000335   ,a         狹
00000336   ,a.        狑
00000337   ,a.        猶他州
00000338   ,a1/       加人一等
00000339   ,a4        獪
00000340   ,a4d       獪
00000341   ,a8o       狹谷
00000342   ,a9        力促
00000343   ,a9        加仁路
00000344   ,a9o       狹路
00000345   ,aa        獫
00000346   ,aaf       狗仗人勢
00000347   ,ab        狑
00000348   ,ab        犯傻了
00000349   ,ab.       狑
00000350   ,ach       狐假虎威
00000351   ,ad        獪
00000352   ,aeyu      加值型營業稅
00000353   ,afe       獨佔鰲頭
00000354   ,ah2       力保不失
00000355   ,ai        狳
00000356   ,ai        力保
00000357   ,ajb       加值服務
00000358   ,am3       狹窄
00000359   ,ao        猞
00000360   ,ao        獊
00000361   ,ao        獫
00000362   ,aoa       獫
00000363   ,apk       狹長
00000364   ,apu       狹隘
00000365   ,ar        猴
00000366   ,ar        獊
00000367   ,aro       獊
00000368   ,arv       猴
00000369   ,as        猞
00000370   ,aso       猞
00000371   ,at        狹小
00000372   ,at0       狹縫
00000373   ,at9       加值網路
00000374   ,au5       狹義
00000375   ,av        猴
00000376   ,av        加值稅
00000377   ,av        加拿大
00000378   ,av.m      加拿大航空
00000379   ,ava       加拿大人
00000380   ,az        獨創性
00000381   ,b         駕
00000382   ,b,        猱
00000383   ,b,        獝
00000384   ,b,        獅子狗
00000385   ,b,i       猱
00000386   ,b,o       獝
00000387   ,b6        駕車
00000388   ,ba        獅子會
00000389   ,ba        駕駛人
00000390   ,bbx       駕駛
00000391   ,bbx       駕馭
00000392   ,bc        犯
00000393   ,bc        獅子座
00000394   ,bdy       駕照
00000395   ,bdz       狼子野心
00000396   ,be        獅子頭
00000397   ,be        獲通融
00000398   ,ben       駕到
00000399   ,bep       駕御
00000400   ,bf        狃
00000401   ,bf        峱
00000402   ,bf        駕駛者
00000403   ,bfd       駕駛執照
00000404   ,bfw       峱
00000405   ,bg        猛
00000406   ,bg        猻
00000407   ,bgn       獅子搏兔
00000408   ,bgt       猻
00000409   ,bgu       猛
00000410   ,bhx       猶豫不決
00000411   ,bi        猱
00000412   ,bi5       駕機
00000413   ,bm        駕駛室
00000414   ,bm        獲通過
00000415   ,bo        狗
00000416   ,bo        獝
00000417   ,bo        駕駛員
00000418   ,bo        獅子吼
00000419   ,bpk       駕長
00000420   ,bro       駕臨
00000421   ,bt        猻
00000422   ,bt        獅子鄉
00000423   ,bu        猛
00000424   ,bw        峱
00000425   ,bw        獅子山
00000426   ,bwj       駕崩
00000427   ,c         犯
00000428   ,c,i       犰狳
00000429   ,c/        犰
00000430   ,c0d       犯錯
00000431   ,c12       犯諱
00000432   ,c43       犯罪
00000433   ,c8        獷
00000434   ,c8        力氣
00000435   ,c9e       犯上
00000436   ,ca        犯人
00000437   ,cax       犯傻
00000438   ,cc        狴
00000439   ,cc9       犯疑
00000440   ,cca       犯病
00000441   ,ccf       狴
00000442   ,ce5       犯戒
00000443   ,ce8       力疾從公
00000444   ,ce9       犯下
00000445   ,cf        狴
00000446   ,cf        犯土
00000447   ,cit       犯禁
00000448   ,ckm       猗頓之富
00000449   ,ckz       犯意
00000450   ,cmi       犯案
00000451   ,cq        猇
00000452   ,crz       犯忌
00000453   ,cs        獷
00000454   ,cs8       獷
00000455   ,csf       犯難
00000456   ,ctc       犯紀
00000457   ,cvs       犯科
00000458   ,cvz       犯愁
00000459   ,cx        力度
00000460   ,cx;       犯法
00000461   ,cz        猜疑心
00000462   ,d         豬
00000463   ,d,5       猖狂
00000464   ,d,a       猖獗
00000465   ,d0        加盟金
00000466   ,d1        狎
00000467   ,d2        猩
00000468   ,d2e       猩
00000469   ,d4        獌
00000470   ,d4        加盟點
00000471   ,d4x       獌
00000472   ,d7o       獅甲國中
00000473   ,d7ro      獅甲國民中學
00000474   ,d9        加昌路
00000475   ,db        猲
00000476   ,dbl       猲
00000477   ,dc        猑
00000478   ,dc        加盟店
00000479   ,dcc       猑
00000480   ,dd        猖
00000481   ,de        猩
00000482   ,de        狚
00000483   ,df        狸
00000484   ,df        力量
00000485   ,df        加盟者
00000486   ,di        猓
00000487   ,dk        加盟商
00000488   ,dl        猲
00000489   ,dsv7      加盟共和國
00000490   ,dx        獌
00000491   ,e         狙
00000492   ,e,/       加爾加答
00000493   ,e,e       猩猩
00000494   ,e,i       獨往獨來
00000495   ,e.        力求
00000496   ,e.        獵頭族
00000497   ,e.1       獲得准許
00000498   ,e1e       獲得許可
00000499   ,e1n       獲得諒解
00000500   ,e5        狨
00000501   ,e5        力戒
00000502   ,e6g       狙擊
00000503   ,e7.       獲得恩准
00000504   ,e8        獮
00000505   ,e8x       獮
00000506   ,e9        力行路
00000507   ,e91h      力行路一段
00000508   ,e92h      力行路二段
00000509   ,e9a       力求上進
00000510   ,ea        獨行俠
00000511   ,eb        獲得了
00000512   ,ebe       獲得通融
00000513   ,ebm       獲得通過
00000514   ,ed        狟
00000515   ,ede       狟
00000516   ,ee        狟
00000517   ,ee        狋
00000518   ,ee        力行街
00000519   ,eet       狋
00000520   ,eg.       獲得批准
00000521   ,ega       力求振作
00000522   ,egk       獲得批文
00000523   ,eh2       力求不失
00000524   ,ej        力行
00000525   ,ekc       獨到之處
00000526   ,ekto      力行高級中學
00000527   ,emh       狗頭軍師
00000528   ,emk       獲得同意
00000529   ,enx       獲得解決
00000530   ,eow       力行中學
00000531   ,ep        狄更斯
00000532   ,es        犴
00000533   ,es        狨
00000534   ,es5       狨
00000535   ,et        狋
00000536   ,et        獅頭鄉
00000537   ,etr       猩紅
00000538   ,eu        賀爾蒙
00000539   ,ew        獅頭山
00000540   ,ew3       獐頭鼠目
00000541   ,ex        獮
00000542   ,ex        力役
00000543   ,ex/       加爾各答
00000544   ,exf       加德滿都
00000545   ,f         狸
00000546   ,f,3       狂喜狂悲
00000547   ,f/        力場
00000548   ,fbd       狃習
00000549   ,fc        狫
00000550   ,fd        豬
00000551   ,fe        獨裁式
00000552   ,fet       獨裁專斷
00000553   ,ff        獟
00000554   ,ff        獨裁者
00000555   ,ffq       獟
00000556   ,fg;       力士捉蠅
00000557   ,fi        加起來
00000558   ,fj        猜
00000559   ,fj7       狸貓
00000560   ,fk        猿
00000561   ,fk6       獨賣新聞
00000562   ,fn        猰
00000563   ,fnv       猰
00000564   ,fo        猿
00000565   ,fo        狤
00000566   ,fo        加熱器
00000567   ,fo        加載中
00000568   ,fok       猿
00000569   ,fq        獟
00000570   ,fv        猰
00000571   ,g,x       力挽狂瀾
00000572   ,g/1       力排眾議
00000573   ,g/1       獨排眾議
00000574   ,g1        狾
00000575   ,g71       獨持異議
00000576   ,g;        力擒
00000577   ,ge        加把勁
00000578   ,gh        狾
00000579   ,gh1       狾
00000580   ,gj        力打
00000581   ,go        力搶
00000582   ,gu        力拚
00000583   ,guc       狼披羊皮
00000584   ,gvh       獨撐大局
00000585   ,gvi       獨挑大樑
00000586   ,gwx       力拔山河
00000587   ,gxw       力拔河山
00000588   ,h/        獂
00000589   ,h/p       猝不及防
00000590   ,h/t       獂
00000591   ,h0        狐
00000592   ,h1        獅
00000593   ,h1/       脅肩諂笑
00000594   ,h3        獿
00000595   ,h3x       獿
00000596   ,h5x       駕返瑤池
00000597   ,h9        狉
00000598   ,h9        力不足
00000599   ,h9e       狉
00000600   ,h;        狐
00000601   ,h;0       狐
00000602   ,ha        獗
00000603   ,hc        狔
00000604   ,hdc       獵戶星座
00000605   ,he        狉
00000606   ,he        猳
00000607   ,heh.      力不到不為財
00000608   ,hex       猳
00000609   ,hez       力不從心
00000610   ,hhb       狗屁不通
00000611   ,hj        猏
00000612   ,hj        獶
00000613   ,hjx       獶
00000614   ,hm        猵
00000615   ,hmi       狗屎運來
00000616   ,hmu       猵
00000617   ,hq        加頁碼
00000618   ,hr        獅
00000619   ,hr1       獅
00000620   ,ht        獂
00000621   ,htj       狗尾續貂
00000622   ,hu        猵
00000623   ,hu        獗
00000624   ,hu        犯不著
00000625   ,hu        猜不著
00000626   ,hua       獗
00000627   ,hv        猜不透
00000628   ,hx        猳
00000629   ,hx        獶
00000630   ,hx        獿
00000631   ,i         架
00000632   ,i,e       獨來獨往
00000633   ,i.        獨木舟
00000634   ,i.a       架次
00000635   ,i1i       獨樹一格
00000636   ,i1m       獨樹一幟
00000637   ,i1x       架設
00000638   ,i6u       架開
00000639   ,i7        狂想曲
00000640   ,i8        獺
00000641   ,i9e       架上
00000642   ,iaf       架住
00000643   ,ibg       架子
00000644   ,ic        加速度
00000645   ,ie5       架式
00000646   ,if,       架勢
00000647   ,if9       架走
00000648   ,ifc       架起
00000649   ,igd       加權指數
00000650   ,ihf       架屋
00000651   ,ihhi      獨木不成林
00000652   ,ii        獨木橋
00000653   ,iif       架構
00000654   ,iio       架橋
00000655   ,ikf       猱雜
00000656   ,imr       架空
00000657   ,io        獺
00000658   ,io        加速器
00000659   ,io8       獺
00000660   ,iss       獨木難支
00000661   ,iud       架著
00000662   ,j         猜
00000663   ,j,j       猙獰
00000664   ,j,j       猜猜
00000665   ,j,t       猢猻
00000666   ,j/0       脅迫
00000667   ,j/a       獰笑
00000668   ,j0d       猜錯
00000669   ,j10       猜謎
00000670   ,j2        猺
00000671   ,j2n       脅制
00000672   ,j2w       猺
00000673   ,j6v       猜獎
00000674   ,j9x       力爭上游
00000675   ,jb        狗腿子
00000676   ,jc        獨腳戲
00000677   ,jc9       猜疑
00000678   ,jcx       猜度
00000679   ,je        狙
00000680   ,je0       脅逼
00000681   ,je8       猾頭
00000682   ,je9       脅從
00000683   ,jec       力爭到底
00000684   ,jen       猜到
00000685   ,jex       猾吏
00000686   ,jiz       猜想
00000687   ,jj        猙
00000688   ,jj        力爭
00000689   ,jnz       狷急
00000690   ,jnz       猜忍
00000691   ,jo1       猜中
00000692   ,jqx       猜破
00000693   ,jr        猙
00000694   ,jrj       猙
00000695   ,jrz       猜忌
00000696   ,ju.       猜對
00000697   ,jug       猜拳
00000698   ,jw        猺
00000699   ,jww       猜出
00000700   ,jxn       猜測
00000701   ,k         狼
00000702   ,k,8       狼狽
00000703   ,k,k       狠狠
00000704   ,k,o       狼狗
00000705   ,k,v       猿猴
00000706   ,k/d       狼籍
00000707   ,k1o       狠話
00000708   ,k22       狂妄無知
00000709   ,k35       猥賤
00000710   ,k58       猥瑣
00000711   ,k7        獨立國
00000712   ,k8        狡
00000713   ,k8k       獨立精神
00000714   ,k8x       狡
00000715   ,k9        犿
00000716   ,ka        猝
00000717   ,ka        狼人
00000718   ,ka        猿人
00000719   ,kap       狠命
00000720   ,kas       猝
00000721   ,kco       狼瘡
00000722   ,kd        獐
00000723   ,kd        獍
00000724   ,kd        獞
00000725   ,kdf       獞
00000726   ,kdq       獍
00000727   ,kds       獐
00000728   ,ke.       猥褻行為
00000729   ,kf        獞
00000730   ,kf.       狠毒
00000731   ,kfo       力竭聲嘶
00000732   ,kg0       狠抓
00000733   ,kh.       狠戾
00000734   ,ki/       獨立核算
00000735   ,kk        獽
00000736   ,kkc       狼毫
00000737   ,kkf       猥雜
00000738   ,kkk       猥褻
00000739   ,km1       獨立宣言
00000740   ,ko        獽
00000741   ,ko1       猿啼
00000742   ,kok       獽
00000743   ,kq        犺
00000744   ,kq        獍
00000745   ,ks        獐
00000746   ,ks        猝
00000747   ,ks1       犯顏直諫
00000748   ,kt        加旁線
00000749   ,kud       狼藉
00000750   ,kv.       狼犬
00000751   ,kx        狡
00000752   ,kxk       袈裟
00000753   ,kyf       狼煙
00000754   ,kz        狠心
00000755   ,kz        獨立性
00000756   ,l4        獵
00000757   ,l5        獵
00000758   ,l7        獵
00000759   ,l75       獵
00000760   ,ld        獵
00000761   ,m         ，
00000762   ,m.        狩
00000763   ,m/6       賀客盈門
00000764   ,m1        獳
00000765   ,m1.       獨霸一方
00000766   ,m8        狖
00000767   ,me        狪
00000768   ,me        狦
00000769   ,me,       加甯街
00000770   ,mej       加官晉爵
00000771   ,meo       狪
00000772   ,mf        狦
00000773   ,mf1       狦
00000774   ,mfu       獨家報導
00000775   ,mg        狩
00000776   ,mg.       狩
00000777   ,mh        獳
00000778   ,mh1       獳
00000779   ,mj        獰
00000780   ,mj        猾
00000781   ,mk        加央市
00000782   ,mk6       獨家新聞
00000783   ,mm6       架空電車
00000784   ,mo        狪
00000785   ,mo        猧
00000786   ,mu        狦
00000787   ,mx/       獨家消息
00000788   ,mz        獰
00000789   ,mzj       獰
00000790   ,n,        猭
00000791   ,n2        獬
00000792   ,n3m       狡兔三窟
00000793   ,n96       狗急跳牆
00000794   ,nb        加多了
00000795   ,nc        獨角戲
00000796   ,nmt       狼多肉少
00000797   ,nn        獬
00000798   ,nn2       獬
00000799   ,o         加
00000800   ,o.1       加州
00000801   ,o.q       加航
00000802   ,o.y       加為
00000803   ,o/x       狗籠
00000804   ,o0        迦
00000805   ,o08       加鎖
00000806   ,o1        狆
00000807   ,o1d       加諸
00000808   ,o1o       加詞
00000809   ,o1x       加護
00000810   ,o3        賀
00000811   ,o38       賀
00000812   ,o3d       加贈
00000813   ,o4o       加點
00000814   ,o5        力戰
00000815   ,o55       加班
00000816   ,o6k       加裝
00000817   ,o75       加國
00000818   ,o8        賀
00000819   ,o8e       加粗
00000820   ,o8j       加精
00000821   ,o8s       加料
00000822   ,o9        加足
00000823   ,o9e       加上
00000824   ,o9k       加餐
00000825   ,o;a       加以
00000826   ,o;y       狗熊
00000827   ,oa        加入
00000828   ,oa0       加進
00000829   ,oa3       加值
00000830   ,oak       狗食
00000831   ,oao       加倍
00000832   ,oap       狗命
00000833   ,oau       加倫
00000834   ,oau       加侖
00000835   ,ob        駕
00000836   ,oc        毠
00000837   ,ocn       加劇
00000838   ,odq       加冕
00000839   ,odu       加盟
00000840   ,odx       加數
00000841   ,oe        哿
00000842   ,oe8       狗頭
00000843   ,oej       哿
00000844   ,oen       加到
00000845   ,oez       加惠
00000846   ,of/       加彭
00000847   ,of5       加載
00000848   ,ofr       力單勢弱
00000849   ,ofy       加熱
00000850   ,og9       加掛
00000851   ,oh        鴐
00000852   ,oh5       加成
00000853   ,oh8       狗屎
00000854   ,ohc       狗屁
00000855   ,ohf       加壓
00000856   ,oi        架
00000857   ,oi0       加速
00000858   ,oi5       加框
00000859   ,oif       加權
00000860   ,oj        狷
00000861   ,oj        哿
00000862   ,oj0       狗腿
00000863   ,ok        袈
00000864   ,okk       袈
00000865   ,okk       加裡
00000866   ,oko       加高
00000867   ,okoh      狗嘴裡吐不出象牙
00000868   ,okz       加意
00000869   ,olx       加收
00000870   ,om.       加寬
00000871   ,om.       加冠
00000872   ,om9       加定
00000873   ,oma       狗肉
00000874   ,omo       加害
00000875   ,omr       加官
00000876   ,omv       加央
00000877   ,omw       加密
00000878   ,onn       加多
00000879   ,onz       加急
00000880   ,oo        玁
00000881   ,oo        犯嘀咕
00000882   ,oo.       狗吠
00000883   ,ooq       加號
00000884   ,oox       玁
00000885   ,oox       狗咬
00000886   ,ooxm      狗咬呂洞賓
00000887   ,ooxm      狗咬呂洞賓，不識好人心
00000888   ,opk       加長
00000889   ,oqb       加碼
00000890   ,or        加工
00000891   ,or8       加項
00000892   ,or;       加強
00000893   ,orp       加印
00000894   ,ort       加緊
00000895   ,osx       加鞭
00000896   ,oto       加給
00000897   ,otx       加線
00000898   ,otx       加級
00000899   ,otz       加總
00000900   ,ou1       加薪
00000901   ,oui       加菜
00000902   ,ouu       加蓋
00000903   ,ov        毠
00000904   ,ov        加大
00000905   ,ovc       毠
00000906   ,ovf       加重
00000907   ,ox        玁
00000908   ,ox5       加減
00000909   ,ox;       加法
00000910   ,oxa       加滿
00000911   ,oxf       加注
00000912   ,oxi       加深
00000913   ,oxk       加派
00000914   ,oxs       加油
00000915   ,oxz       加添
00000916   ,oza       加快
00000917   ,pe        狄斯可
00000918   ,ph/7      狄斯耐樂園
00000919   ,pku       獨身主義
00000920   ,pv        狄斯奈
00000921   ,pv/7      狄斯奈樂園
00000922   ,q;        猦
00000923   ,qdm       狂風暴雨
00000924   ,qlo       狂風怒號
00000925   ,qrx       狂風巨浪
00000926   ,qy        狣
00000927   ,r,t       狐群狗黨
00000928   ,r/        犽
00000929   ,r/c       力盡筋疲
00000930   ,r1        狒
00000931   ,r5        狘
00000932   ,r6        加強版
00000933   ,r9        加雅路
00000934   ,rb        獼
00000935   ,rb        狒
00000936   ,rb1       狒
00000937   ,rbx       獼
00000938   ,rc        加工廠
00000939   ,rhbo      狗改不了吃屎
00000940   ,rhi       加工成本
00000941   ,ri        狼牙棒
00000942   ,rj        犽
00000943   ,rj/       犽
00000944   ,rj9       加緊腳步
00000945   ,rk        狠
00000946   ,rla       加工收入
00000947   ,ro        加工品
00000948   ,rr        加工區
00000949   ,rs        狃
00000950   ,rs        峱
00000951   ,ru        力盡
00000952   ,ru        加工業
00000953   ,rwor      加工出口區
00000954   ,rx        獼
00000955   ,s         獐
00000956   ,s7        獚
00000957   ,s8        獚
00000958   ,scx       加勒比海
00000959   ,se        獚
00000960   ,se.       猶有可為
00000961   ,se8       獚
00000962   ,ser       力有未逮
00000963   ,sg0       猝逝
00000964   ,shr       力有不逮
00000965   ,sj        猢
00000966   ,sjy       猝然
00000967   ,so        猢
00000968   ,so        狜
00000969   ,soj       猢
00000970   ,t,e       獨斷獨行
00000971   ,t1h       獨當一面
00000972   ,ta        犯小人
00000973   ,tee       獨斷專行
00000974   ,tf        猩紅熱
00000975   ,tr/       獠牙
00000976   ,u         猛
00000977   ,u,        力勸
00000978   ,u,1       猛獅
00000979   ,u.n       獲益良多
00000980   ,u0        力道
00000981   ,u0        加菜金
00000982   ,u1        玂
00000983   ,u2s       猛著先鞭
00000984   ,u6.       猛將
00000985   ,u6g       猛擊
00000986   ,u7        貓
00000987   ,u7        猶
00000988   ,u8e       猛醒
00000989   ,u;y       狗茍蠅營
00000990   ,ua        獲
00000991   ,ua0       猛進
00000992   ,ua;       猛禽
00000993   ,uax       獲
00000994   ,ub,       猛勇
00000995   ,uc        獨幕劇
00000996   ,ucq       猛虎
00000997   ,ud        獦
00000998   ,udl       獦
00000999   ,uey       猛烈
00001000   ,uf        獾
00001001   ,uf        猛士
00001002   ,uf1       狹義地說
00001003   ,ufc       加薩走廊
00001004   ,ugd       猛拍
00001005   ,ugf       猛推
00001006   ,ugf       猛撞
00001007   ,ugj       猛打
00001008   ,uh0       猛追
00001009   ,ujy       猛然
00001010   ,ukk       猛襲
00001011   ,ul        獦
00001012   ,uo        獾
00001013   ,uo        玂
00001014   ,uo.       猛獸
00001015   ,uo1       玂
00001016   ,uoc       猛吃
00001017   ,uof       獾
00001018   ,upp       獨善其身
00001019   ,urx       猛攻
00001020   ,us9       力道十足
00001021   ,ut3       猛省
00001022   ,uu        獛
00001023   ,uuv       獛
00001024   ,uv        獛
00001025   ,ux        獲
00001026   ,uy        力薦
00001027   ,uy        猛火
00001028   ,v         猴
